,Tenure,DummyStreamingMovies,DummyStreamingTV,DummyContract,DummyMultiple,DummyTechie,DummyInternetService,DummyDeviceProtection,DummyOnlineBackup,DummyPhone
8648,70.899,1,0,1,1,0,1,1,1,1
2117,5.003,1,1,0,0,1,0,0,1,1
3765,16.691,1,0,0,0,0,1,0,1,1
8034,58.083,1,1,0,1,0,0,0,0,1
2342,1.135,1,1,0,0,0,1,1,0,1
4637,10.978,0,1,0,1,0,0,1,0,1
4728,5.972,1,0,1,0,0,1,0,1,1
577,3.998,0,0,1,0,0,1,1,0,1
4769,6.034,0,0,0,0,0,0,1,0,1
3318,2.139,1,0,0,0,0,0,0,0,1
1080,19.589,0,0,0,0,1,0,1,1,1
8222,55.45,1,0,0,1,0,1,0,0,1
8233,51.227,1,0,0,0,0,0,0,0,1
6843,71.396,1,0,0,0,0,0,0,1,1
6600,62.544,0,1,0,0,0,1,0,1,1
1401,12.712,1,1,0,1,1,0,1,1,1
8779,58.964,1,0,0,1,1,0,0,0,1
6013,60.53,0,1,0,1,0,1,1,0,0
4965,8.06,1,1,0,1,0,0,1,1,1
8505,48.603,1,1,0,0,0,0,0,1,1
983,12.514,1,1,0,0,1,0,0,0,1
6395,51.601,1,1,0,1,0,1,1,0,1
5771,61.306,0,0,0,0,0,0,1,1,1
785,9.294,0,0,1,0,0,0,1,1,1
8847,52.71,1,1,0,1,0,1,0,1,1
8180,63.605,0,1,0,1,0,1,1,1,1
1973,11.237,1,0,1,0,0,0,1,1,1
3181,20.376,1,0,0,0,0,0,0,1,1
9748,70.353,0,0,1,1,0,1,0,1,1
6741,49.059,0,0,0,1,0,0,1,0,1
500,11.917,0,0,0,0,0,0,0,0,1
3652,23.755,0,0,0,1,0,1,1,0,1
8170,69.617,0,0,0,1,0,1,0,1,0
363,12.296,1,0,0,0,0,1,1,0,1
6213,71.562,0,1,0,0,0,1,1,0,1
2905,13.097,0,1,0,0,0,0,1,1,0
1361,4.089,1,1,0,1,0,0,0,1,1
292,9.64,1,0,1,1,0,0,0,1,1
6351,63.722,0,1,1,0,0,1,1,1,1
7969,61.088,1,0,1,0,0,0,1,1,1
4391,5.698,1,1,1,0,0,1,1,0,1
8935,70.478,1,1,0,0,0,0,1,1,1
93,19.751,0,0,1,1,0,0,1,1,1
8381,69.244,0,0,0,0,0,1,1,0,1
3456,3.424,0,0,0,1,0,0,0,1,1
4147,5.653,0,0,0,0,0,0,0,0,1
8507,68.877,1,1,0,1,1,1,1,1,1
1712,11.449,0,1,0,0,0,1,0,0,1
6174,56.376,0,0,0,0,0,0,0,0,1
8360,50.943,0,1,1,1,0,0,1,0,1
5904,67.97,0,0,0,0,1,1,1,0,1
4375,9.518,1,1,1,0,1,0,1,0,1
567,5.511,0,1,0,1,0,0,0,0,1
7843,65.944,1,0,0,1,1,0,0,1,1
6812,64.886,1,0,0,0,0,0,1,1,1
2705,2.2,1,0,0,1,0,1,0,0,1
3351,5.18,1,1,0,1,0,1,0,1,1
9804,66.169,0,1,0,1,0,1,1,0,0
9889,71.753,1,0,0,0,0,1,0,0,1
4733,8.032,0,0,0,1,0,1,0,1,1
3934,8.16,1,0,0,0,0,0,1,1,0
6052,66.033,1,0,0,0,0,0,0,0,0
3202,3.831,0,0,0,0,0,1,1,1,0
7460,61.615,0,0,0,0,0,1,1,0,0
861,11.098,1,0,0,1,0,0,0,0,0
3499,7.35,0,1,0,0,0,1,0,0,1
3372,5.808,1,1,0,1,0,1,0,0,1
7939,64.914,0,0,0,0,0,0,1,0,1
938,15.901,0,1,0,1,0,1,0,1,0
2135,7.658,1,1,0,1,0,1,0,1,1
8443,55.895,0,0,0,1,1,1,1,1,1
7997,68.677,1,1,0,0,0,0,0,1,1
4102,7.033,1,1,0,1,0,0,1,0,0
9551,66.422,0,1,0,0,0,1,1,0,1
6766,69.749,0,1,0,1,0,1,1,0,1
7700,67.988,0,1,0,0,1,0,1,1,1
2530,18.529,1,1,0,1,0,0,1,1,1
5759,66.051,1,1,0,0,0,1,1,0,1
224,6.946,1,0,0,1,0,0,0,0,1
1523,4.089,0,1,0,0,0,0,1,1,1
2388,9.389,0,0,0,0,0,0,0,0,0
3275,1.765,1,0,0,1,0,1,1,0,1
436,10.963,0,0,0,0,0,0,1,0,1
6678,66.7,1,0,0,1,0,0,0,0,1
9307,67.754,1,0,0,1,0,1,0,1,1
3309,2.327,0,1,1,1,0,1,1,0,1
1043,2.601,1,1,0,0,0,1,1,0,1
8827,60.692,0,0,1,1,0,1,1,0,1
3609,10.927,0,0,0,1,0,1,0,1,1
8100,66.339,0,1,1,1,0,1,1,1,1
3105,6.069,0,0,0,1,1,1,0,1,1
7582,59.601,0,0,0,1,1,0,0,1,1
4698,12.622,1,1,0,1,0,1,1,0,1
5557,63.05,0,1,1,0,0,1,0,0,0
3749,8.981,1,1,0,1,0,0,0,0,1
7142,64.943,1,1,1,1,0,1,1,0,1
9683,64.925,0,0,1,0,0,1,1,0,1
5434,60.184,1,0,0,0,0,0,0,1,1
6266,63.52,1,0,1,0,0,1,0,1,1
5954,46.825,0,1,0,1,1,0,0,0,1
5949,60.38,1,1,0,0,0,0,1,0,1
7311,53.078,0,1,0,1,0,1,0,0,1
768,6.541,0,1,1,1,0,0,0,1,1
9135,58.96,0,0,1,1,0,0,1,1,1
6175,66.985,0,0,1,0,0,0,0,0,1
2596,10.026,1,0,0,0,1,0,1,1,1
5319,50.666,1,0,0,1,0,1,0,0,1
844,6.588,0,0,1,0,0,1,0,1,1
1336,8.572,0,0,0,0,0,0,1,0,1
6486,66.579,0,1,0,1,0,0,1,1,1
2104,13.051,1,1,1,1,0,1,0,0,0
3043,2.267,1,1,1,0,1,0,1,0,1
7084,63.436,0,0,0,1,0,1,0,0,1
1931,2.485,0,1,0,1,0,1,0,0,1
6363,65.322,1,0,0,1,0,0,1,0,1
9672,43.963,1,1,0,0,1,0,0,0,1
6131,47.657,0,0,0,1,0,1,0,0,1
464,3.179,0,1,1,1,1,1,0,0,1
568,16.582,1,0,0,1,0,0,0,1,1
4821,1.116,0,1,1,1,0,0,1,1,1
7508,71.204,0,0,0,0,0,0,1,1,1
1818,3.025,0,0,0,1,0,0,1,0,1
1526,12.943,0,1,0,1,0,0,0,0,0
2988,7.066,0,0,0,0,0,1,0,0,1
1964,13.599,0,0,0,0,0,0,0,0,1
9496,43.01,0,0,0,1,0,1,0,1,1
2279,9.308,0,0,0,1,1,1,0,1,1
8246,70.147,0,1,0,1,1,1,1,0,1
4909,5.516,1,1,0,0,0,1,0,1,0
2101,6.364,0,1,0,1,0,0,0,1,1
1143,3.072,0,0,0,1,0,1,0,1,1
1035,10.11,0,0,0,0,0,0,0,0,1
6778,58.624,0,0,0,0,0,0,0,0,1
8710,48.206,0,1,0,0,0,0,0,0,1
4121,17.254,1,0,0,1,0,0,1,0,1
1823,12.548,0,0,0,0,0,1,0,0,1
302,14.141,1,1,0,1,1,0,1,1,0
1303,25.886,0,1,0,0,0,1,1,0,0
9477,61.545,1,1,0,1,0,0,0,1,1
9080,62.85,0,1,0,0,0,1,0,1,1
1815,15.126,0,0,0,1,0,1,1,0,1
6679,70.447,1,1,0,0,0,1,0,0,1
2447,19.068,1,1,0,1,1,1,0,1,0
1962,9.878,1,0,0,0,0,0,1,1,1
7162,69.35,0,0,0,1,1,1,1,1,0
773,3.991,0,0,0,0,0,1,0,1,1
7649,58.76,1,0,0,1,0,0,1,0,1
7331,47.99,1,1,0,0,0,1,1,0,1
5639,59.854,0,0,1,1,0,1,0,1,1
6941,60.457,0,1,0,1,0,0,0,1,1
5153,68.671,1,0,0,0,0,1,1,1,1
8044,66.0,0,0,0,1,0,0,0,0,1
4297,8.173,0,1,0,1,0,1,1,0,1
5250,46.238,0,1,0,1,0,1,1,0,1
6166,68.331,0,0,0,1,0,1,0,0,1
6082,45.721,1,0,0,1,0,0,1,1,1
5462,70.486,0,1,0,0,0,0,0,0,1
4727,3.665,0,1,0,0,1,0,0,0,1
1466,4.002,0,0,1,0,0,0,0,1,1
8617,57.34,1,0,1,1,0,0,1,1,1
5916,44.476,1,0,1,1,0,0,1,1,1
7391,50.013,0,0,0,0,1,1,1,1,1
8753,63.388,1,1,0,1,0,0,1,1,1
4886,6.739,1,1,0,1,1,1,1,0,1
2346,8.487,0,1,1,0,0,1,0,1,1
139,11.716,0,1,0,1,1,0,1,0,1
1886,2.679,1,0,0,1,0,1,0,0,1
338,7.692,0,0,1,0,0,0,1,0,1
4356,31.816,0,1,0,0,0,0,0,1,1
8406,36.981,1,1,0,0,0,1,1,0,1
4815,13.342,0,1,1,1,0,0,0,1,1
2616,29.959,1,1,0,1,0,1,0,0,1
253,4.136,0,0,0,1,0,0,0,1,1
7512,56.977,1,1,0,0,1,0,1,0,1
3892,9.883,1,1,0,0,0,0,0,0,1
9755,60.488,1,0,0,0,0,1,1,1,1
2525,18.968,0,0,0,1,0,1,0,1,1
8008,47.594,0,0,1,0,0,1,0,1,1
7064,38.477,0,1,1,1,0,1,0,1,1
7275,63.235,1,1,0,0,0,0,0,1,1
8613,52.252,0,1,0,0,0,1,0,1,1
4007,2.439,0,1,0,0,1,0,0,1,1
4398,7.579,1,0,1,1,1,0,0,1,1
9776,57.492,1,0,0,1,0,1,0,0,0
4817,8.172,1,0,0,0,0,0,1,0,0
5801,58.503,0,1,0,0,1,0,0,0,1
7836,64.281,1,1,0,0,1,1,0,0,1
3158,4.123,1,1,1,0,0,0,0,0,1
709,1.725,0,1,0,0,0,1,1,1,1
4458,3.575,1,1,0,0,0,0,1,1,1
6239,55.664,0,1,1,1,0,0,0,0,1
1565,8.246,0,1,1,1,0,0,0,0,1
7250,69.15,0,1,0,1,0,0,0,1,1
7185,68.715,0,1,0,0,1,0,1,1,1
3589,2.84,1,0,1,1,0,1,1,1,1
733,6.05,1,0,0,0,0,0,1,0,1
953,1.457,1,1,0,0,0,0,0,0,1
4577,21.435,0,1,0,0,0,1,0,1,1
2474,2.464,0,1,0,1,0,0,1,0,1
272,1.927,0,0,0,1,0,1,0,0,1
2758,5.679,1,0,0,1,0,1,1,0,1
9919,65.589,0,1,0,1,0,0,1,1,1
3512,13.975,0,0,1,0,0,1,1,0,0
2881,4.647,1,1,1,0,0,0,1,1,1
5796,47.99,1,1,0,0,0,0,0,0,1
586,6.951,1,1,1,0,0,0,0,0,1
8389,56.436,0,0,0,0,0,0,0,0,1
5464,53.048,1,1,1,1,0,1,0,1,0
4805,13.747,1,0,0,1,0,1,0,1,1
1985,8.691,1,0,1,0,1,1,0,1,1
8663,65.351,0,1,0,1,0,0,0,1,1
1283,3.418,1,1,1,0,0,1,0,0,1
2849,3.601,1,1,0,1,0,0,0,0,1
7681,58.346,0,1,0,1,0,1,1,0,1
3853,2.505,1,1,0,1,0,1,0,0,1
4226,3.818,0,1,1,0,0,1,0,0,1
9783,57.02,1,0,0,1,0,1,0,0,1
2208,7.395,1,1,0,1,0,1,0,1,1
6090,59.965,0,1,1,1,0,1,0,0,1
1365,5.682,1,0,0,0,0,1,1,0,1
490,2.012,1,0,0,0,0,0,1,0,0
4185,7.277,1,1,0,1,0,1,0,0,1
3574,7.304,1,1,0,0,0,0,0,0,1
9824,51.999,1,1,0,1,0,1,0,0,1
6088,69.934,1,1,0,0,1,1,1,1,1
6856,58.22,0,1,1,0,1,1,0,1,1
4447,1.194,1,1,1,0,0,1,1,0,1
2234,2.649,0,1,0,1,0,0,1,1,1
3075,7.899,1,1,1,0,0,1,1,0,1
1218,12.096,1,0,0,1,0,0,0,0,1
6789,64.664,0,0,1,1,0,0,0,0,1
1700,14.284,1,0,0,1,0,0,1,0,1
6911,42.384,0,0,1,1,0,0,0,0,1
9668,50.58,0,1,0,1,1,0,0,0,1
399,1.666,0,0,0,0,0,1,0,0,1
875,8.736,1,0,0,0,0,1,1,0,1
1189,1.871,0,0,0,1,1,1,1,0,1
5206,69.055,1,0,0,1,0,0,0,1,1
9862,56.547,1,1,0,0,0,0,0,0,1
5556,51.178,0,0,1,0,0,1,0,0,1
9232,61.529,1,0,1,1,1,0,0,1,1
1100,2.441,0,1,0,1,0,0,0,1,1
7551,71.945,1,0,1,1,0,0,1,1,1
7575,62.502,1,1,0,0,0,0,1,0,1
2024,10.473,0,0,1,0,0,0,1,0,1
3060,17.097,1,1,0,0,0,0,0,1,1
3805,14.567,0,1,0,0,0,0,1,0,1
9432,51.674,0,1,0,0,0,0,0,0,1
7109,59.339,1,0,0,1,0,0,1,1,0
3113,20.516,0,0,0,1,0,0,1,0,1
421,3.239,1,0,0,0,0,0,1,1,1
2546,13.082,0,1,0,0,0,1,1,1,1
5497,49.303,1,0,0,0,0,0,1,1,1
6878,69.383,1,1,0,1,0,1,1,1,1
9077,64.717,0,1,0,0,0,1,0,0,1
9571,54.673,0,0,0,1,0,0,0,1,1
1101,8.28,0,0,0,0,0,0,1,1,0
4361,2.222,0,1,0,1,0,1,1,0,1
5653,41.943,0,0,0,1,0,0,1,0,1
2515,14.048,0,0,1,1,0,1,1,0,0
1904,9.627,1,0,0,0,0,0,0,0,1
2535,3.68,0,1,0,0,0,1,0,0,1
4531,8.653,0,1,0,0,0,0,0,1,1
2303,13.719,1,1,0,0,0,0,1,1,1
9582,39.234,0,1,1,0,0,1,0,0,1
829,8.655,0,1,0,1,0,1,1,0,1
4884,17.582,1,0,0,0,0,1,1,1,1
3973,4.419,1,0,0,0,0,0,1,0,1
2972,10.293,0,0,0,1,0,0,1,0,1
4768,10.628,1,1,0,0,0,0,0,0,1
7491,58.215,0,1,1,1,1,0,1,1,1
3754,7.705,0,1,1,0,0,0,0,0,1
4552,3.367,0,0,0,1,1,1,1,0,1
1130,1.845,0,1,0,1,0,0,0,0,1
2073,8.955,1,0,1,0,0,1,0,0,1
3646,7.571,0,0,1,0,0,1,1,1,1
8050,67.563,1,1,0,1,1,0,0,1,1
1451,9.078,0,0,0,1,0,0,0,0,1
2863,10.875,1,0,0,0,0,0,0,1,1
1105,13.469,1,0,0,0,0,0,0,1,1
5068,58.754,1,1,0,0,0,0,0,0,1
9878,54.85,0,0,0,1,0,1,1,0,1
1770,5.119,0,0,0,0,0,0,1,1,1
398,10.904,1,1,0,1,0,1,0,1,1
838,9.074,1,0,0,0,0,0,0,1,1
797,9.29,0,1,0,1,0,0,0,0,1
6671,46.223,1,1,0,0,0,0,1,1,1
2063,10.329,0,1,0,0,0,0,1,1,1
2230,10.328,1,1,0,0,0,0,0,0,1
3220,7.035,1,1,0,1,0,0,0,0,1
5062,69.075,1,0,0,1,0,0,1,0,1
4172,24.798,0,0,0,0,0,0,0,1,0
3409,5.751,0,0,1,0,0,0,0,1,1
5554,48.354,0,1,0,0,0,0,0,0,1
5760,62.752,0,0,0,0,0,0,1,0,1
1334,4.778,0,1,0,1,0,0,1,0,1
4851,5.237,1,1,1,0,0,0,0,1,1
65,7.917,0,1,1,1,0,0,1,1,1
4273,7.817,1,0,0,1,0,0,0,1,0
1747,6.403,1,0,0,1,0,0,1,0,1
4214,11.596,1,0,0,0,0,1,0,0,1
7154,70.641,1,0,0,0,0,0,1,0,1
1158,19.162,0,1,1,0,0,1,1,0,1
4122,4.143,0,0,0,0,1,0,0,1,1
3051,4.462,0,0,1,0,0,1,0,0,1
525,1.906,1,0,0,0,0,0,0,0,1
4628,8.828,0,1,0,1,1,0,1,1,1
7837,65.239,1,1,1,1,0,1,0,0,1
7413,62.322,1,1,1,1,0,1,0,1,1
1109,4.612,1,0,0,0,0,1,1,0,1
6465,57.018,0,0,1,0,0,1,0,0,1
1674,9.374,1,0,0,0,0,1,0,0,1
4760,9.63,0,1,0,0,0,1,1,0,0
8702,48.144,1,0,0,0,0,0,0,0,0
3229,2.668,0,1,1,1,0,0,1,1,1
8549,65.388,0,1,0,1,1,1,1,1,1
5317,61.969,0,1,0,1,1,1,0,1,1
1742,7.644,1,0,0,0,0,0,1,1,1
6053,48.021,1,0,1,0,0,0,0,0,1
332,2.424,0,1,0,1,1,0,0,0,1
8491,61.747,1,0,0,1,0,1,0,0,1
3101,10.311,0,0,0,1,0,1,1,1,1
598,14.573,0,0,1,0,1,1,0,1,1
1641,14.524,0,0,1,1,0,1,0,0,1
3579,13.334,0,0,0,1,0,1,0,0,0
4014,2.069,1,0,0,1,0,0,1,1,1
3154,7.194,0,0,1,1,0,1,1,0,1
6530,58.124,0,1,0,1,0,1,1,0,1
8016,66.2,1,0,0,1,0,1,1,1,1
5555,71.908,1,0,0,0,0,0,1,1,1
7488,49.541,0,0,0,0,0,0,0,1,1
1415,3.689,1,0,0,0,0,1,0,0,1
4835,13.113,0,1,0,1,0,1,0,1,1
4572,4.899,0,1,1,1,0,0,0,0,1
228,5.071,1,1,0,1,0,0,1,0,1
4722,2.68,0,0,0,0,0,1,1,0,1
498,16.881,0,0,0,0,0,0,0,0,1
4103,20.804,1,0,0,1,0,1,1,0,1
6073,40.948,1,1,0,0,0,0,0,1,1
902,15.807,0,1,1,0,0,0,0,0,1
6109,64.612,0,1,1,0,0,0,0,1,1
2749,11.383,1,1,0,1,0,1,1,0,1
7703,59.934,0,0,1,1,0,1,0,1,1
6384,52.686,1,1,0,0,0,0,1,1,1
2365,10.176,1,1,0,0,0,0,1,1,1
5020,65.576,1,0,0,0,0,0,0,0,1
1237,21.109,0,1,0,1,0,0,0,1,1
892,5.362,0,0,0,1,0,1,0,0,1
3286,22.251,1,0,0,0,0,1,1,1,1
8880,71.962,1,0,1,1,0,1,1,0,1
6477,69.028,1,0,0,1,0,0,1,0,1
1219,23.327,0,0,0,1,0,0,0,0,1
949,4.906,1,0,0,1,0,1,1,0,1
9875,60.12,1,1,0,0,0,0,0,1,1
6279,66.677,1,0,0,0,0,0,0,1,1
78,24.649,1,1,0,1,0,1,0,0,1
2576,6.961,0,1,0,1,0,0,1,0,1
7940,69.273,1,1,1,0,0,0,0,1,1
2682,7.238,0,1,1,0,1,0,0,1,0
5244,37.46,1,1,0,0,0,0,0,1,1
4234,10.141,1,0,0,0,1,0,1,1,1
8932,63.634,1,1,1,0,0,1,1,1,1
6113,67.493,1,0,0,0,0,0,0,0,1
4347,11.206,0,1,1,1,1,0,0,1,1
8878,65.289,0,0,1,1,0,0,0,0,1
4217,14.936,1,0,0,0,1,0,1,1,1
6790,69.141,1,1,0,1,1,0,0,0,1
8966,57.714,0,0,0,0,0,0,1,1,1
2016,3.151,1,1,0,0,0,1,1,1,1
9476,71.06,0,0,0,0,0,0,0,1,1
7426,68.824,1,0,0,0,0,0,0,1,1
7962,67.704,1,1,0,0,0,0,0,0,1
9111,52.393,0,1,1,0,0,1,0,0,1
912,9.651,1,1,0,0,1,0,1,1,1
6511,52.554,0,0,0,1,0,1,0,0,1
7722,66.673,1,1,1,0,0,0,0,0,1
1281,1.226,0,1,0,1,0,1,0,1,1
3626,7.565,0,0,0,1,0,0,0,1,1
4911,6.135,0,1,1,1,0,1,0,1,1
2307,13.821,0,1,0,0,0,0,0,0,1
2118,11.532,0,1,0,1,1,0,1,0,1
5007,70.52,0,1,0,0,0,1,0,0,1
4931,6.422,1,1,0,1,1,1,0,1,1
6254,51.42,0,0,0,0,0,1,1,1,1
3584,10.854,1,0,0,0,0,0,0,0,0
3641,3.637,0,0,0,0,0,1,1,0,1
1241,8.0,0,1,1,1,0,0,0,1,1
5185,67.064,1,1,0,0,0,0,0,1,1
2977,11.18,1,0,0,0,0,1,1,0,1
158,19.953,1,1,1,1,0,1,1,0,1
1708,16.753,1,0,0,1,0,0,0,0,1
2425,14.102,1,1,0,0,1,0,1,1,1
5032,71.708,0,0,1,1,0,1,0,0,1
5208,71.553,0,1,0,1,0,0,1,1,1
8285,65.192,1,1,0,1,0,0,0,0,1
2862,8.247,0,1,1,1,0,0,0,0,1
1250,9.566,0,0,1,0,0,0,1,0,0
5643,67.933,1,1,0,1,0,1,1,0,1
1108,1.763,0,0,0,0,1,0,0,1,1
9736,59.609,1,0,1,1,0,1,1,0,1
8330,55.831,1,1,0,1,0,0,0,0,1
7952,58.178,1,0,0,1,0,0,1,0,1
3155,5.664,0,1,1,0,0,1,0,0,1
7809,52.538,1,1,1,1,0,0,0,0,1
283,11.583,1,1,0,0,1,0,0,0,1
9243,70.557,0,1,0,0,0,0,1,0,1
3245,16.239,0,0,0,1,0,0,0,1,0
7980,64.941,1,1,0,0,0,0,1,1,1
1978,16.012,0,0,1,0,0,0,0,1,1
6823,43.28,0,0,0,0,0,0,0,0,1
1792,1.797,1,0,0,1,0,0,1,1,1
2482,20.874,0,1,1,0,1,0,0,0,1
754,6.343,1,1,0,0,0,1,1,1,0
2094,7.809,0,1,1,1,0,0,0,0,1
3779,17.164,1,1,0,1,0,0,0,1,0
6527,70.548,0,0,0,1,0,0,1,0,1
9491,42.748,1,1,0,0,0,0,0,1,1
8324,61.694,1,0,0,1,0,1,0,1,1
2005,1.294,0,0,1,1,0,1,0,0,1
8085,42.02,0,1,0,0,1,1,1,0,0
6315,59.489,0,0,0,0,0,0,0,0,1
2475,14.803,1,0,0,1,0,1,1,0,1
8695,50.773,0,0,0,1,0,0,0,1,1
7383,67.96,1,1,0,0,0,1,0,1,1
3982,14.146,0,1,1,1,0,1,1,0,1
8480,52.267,0,1,0,1,0,0,0,1,1
9188,48.829,1,1,0,0,0,1,1,1,1
8718,66.197,0,1,0,1,0,1,0,0,1
3888,6.165,1,0,0,0,0,1,1,1,1
2644,1.2,0,1,0,0,1,1,1,0,1
5668,42.695,1,1,0,1,0,0,1,0,1
904,11.583,0,0,0,1,0,0,0,1,1
8385,53.153,1,1,0,0,0,1,0,0,1
7288,61.353,0,0,0,0,1,0,1,1,1
1725,6.267,1,0,0,0,1,0,0,0,1
8540,68.35,1,0,0,1,0,0,0,0,1
6147,59.975,0,1,0,0,1,0,0,1,0
7509,62.581,1,1,1,1,0,0,1,0,1
3713,4.548,0,0,0,1,0,0,0,1,1
967,5.567,1,1,0,1,0,0,0,0,1
8307,55.674,0,0,0,1,0,1,0,1,1
8951,65.382,0,0,0,1,0,1,0,0,1
6933,68.564,0,0,0,1,0,0,1,1,1
2046,19.506,0,1,0,0,1,1,1,1,1
7754,68.697,1,0,0,1,1,1,0,0,0
4499,19.696,0,0,0,1,0,1,1,0,0
333,13.661,1,1,0,0,0,0,0,0,1
50,3.344,1,0,0,1,0,0,1,0,1
7116,46.885,0,0,0,1,0,0,0,0,1
8992,54.289,0,1,0,1,0,1,1,1,1
7144,63.565,0,1,0,1,0,1,1,0,1
2552,7.99,1,1,0,0,0,0,0,1,1
4654,1.712,1,1,0,0,0,1,1,1,1
2022,7.388,1,0,1,0,0,0,1,1,1
1208,19.924,0,1,1,1,0,1,0,0,1
5359,65.021,0,1,0,1,0,0,0,1,1
1151,9.716,0,0,0,0,1,0,1,0,1
9,3.422,1,0,1,0,0,1,1,0,1
2814,13.04,0,0,0,1,0,0,1,1,1
1707,1.872,1,1,0,1,1,1,0,0,1
3323,1.683,1,1,0,1,0,1,1,0,1
9996,61.04,0,1,1,1,0,1,1,1,1
5710,60.374,1,0,0,1,0,0,1,0,1
5167,51.435,0,1,0,0,1,1,1,1,1
9916,65.076,0,1,0,1,0,0,0,0,1
5962,69.83,1,0,0,1,1,0,0,0,0
6092,67.122,1,0,0,0,0,1,1,0,0
4812,1.33,1,1,0,0,0,0,1,0,1
1896,10.948,0,0,0,0,0,0,0,0,1
4473,6.682,0,1,0,0,0,0,0,1,1
3444,1.777,0,1,1,0,0,1,1,0,1
9206,56.963,0,1,1,1,0,0,0,1,1
8226,43.505,0,0,0,0,0,1,1,1,1
6219,62.82,1,0,1,1,0,0,0,1,1
3806,3.263,0,0,0,0,1,1,0,1,1
4414,8.325,0,0,0,0,0,0,1,0,1
5907,65.489,0,0,0,0,0,0,0,0,1
1672,3.061,0,1,0,1,0,0,0,0,1
9211,54.674,0,1,0,1,1,0,1,0,1
9892,66.826,1,1,0,1,1,0,1,0,1
6271,66.973,0,0,0,0,1,0,1,1,1
3635,3.443,0,1,0,0,0,1,0,0,1
427,10.034,1,0,0,0,0,0,1,0,1
7274,65.019,1,0,0,0,1,0,0,1,1
2536,16.821,1,0,0,0,0,1,0,0,1
6624,57.878,1,0,0,0,0,0,1,0,0
8018,38.648,0,1,0,0,0,1,1,1,1
546,8.054,1,0,0,1,0,0,1,1,1
8791,71.448,0,0,1,0,1,1,1,1,1
4358,22.306,0,1,0,1,0,1,0,0,1
4350,5.403,1,1,0,0,0,0,1,0,1
2533,9.246,0,0,0,0,0,0,0,0,1
6657,48.265,0,0,0,0,0,1,0,1,1
3960,10.291,1,1,0,1,1,0,1,0,1
4762,5.506,1,0,1,1,0,1,1,0,1
6934,65.867,1,0,0,0,0,0,0,1,1
171,13.88,1,0,0,0,0,1,1,0,1
5272,60.831,0,1,0,1,0,0,0,0,1
1539,5.156,0,0,1,0,0,1,0,0,1
1482,20.131,0,1,0,0,0,0,1,0,0
1906,6.532,0,0,0,0,1,1,1,1,1
8126,61.61,1,1,0,0,0,0,0,0,0
2734,13.814,1,0,1,0,0,1,0,0,1
8273,52.955,1,1,0,1,0,0,1,0,1
1900,16.336,1,1,1,1,0,0,1,1,0
693,11.901,0,1,1,0,0,0,0,1,1
4679,9.915,0,0,0,1,0,0,1,1,1
9344,54.888,1,1,0,1,0,0,1,1,1
8134,55.631,0,1,0,0,0,1,0,0,1
7439,53.133,1,1,1,1,0,0,1,0,1
6211,63.979,1,1,1,0,0,0,0,0,1
9716,62.424,1,0,0,0,0,1,0,1,1
2096,5.662,1,0,0,1,0,0,1,0,0
7857,69.917,1,1,0,0,0,0,1,1,1
8291,48.599,1,0,0,1,0,1,0,1,1
4877,1.4,0,1,1,1,0,0,0,0,1
7778,61.703,1,1,0,0,0,0,1,0,1
5514,67.196,0,0,0,1,0,0,1,0,0
7173,62.061,0,0,0,0,0,1,0,0,1
541,8.932,0,0,0,1,0,1,0,1,1
4068,13.14,1,1,0,0,0,0,0,0,1
9070,71.582,0,0,0,0,0,0,0,1,1
9914,60.03,0,0,0,0,0,1,0,1,1
7708,60.178,0,0,1,0,0,0,0,1,1
7001,68.634,0,0,0,1,1,0,0,0,1
2678,23.87,0,1,0,0,0,0,0,0,1
6398,47.176,1,0,0,0,0,0,0,0,1
9817,57.582,0,1,1,0,0,0,1,0,1
9853,61.809,0,0,0,0,0,1,1,1,1
2728,2.945,1,1,0,1,1,1,0,1,1
882,2.463,1,0,1,1,0,1,1,0,1
7524,57.385,1,0,0,0,0,0,0,1,1
7153,68.628,0,0,0,0,0,0,0,0,1
9268,69.849,1,1,1,1,0,0,0,0,1
1970,19.132,1,0,1,0,0,0,0,1,1
3288,20.452,0,0,0,0,1,0,0,1,1
9942,70.267,1,1,0,1,0,0,1,1,1
1516,11.558,1,1,0,1,0,0,1,0,1
1171,3.613,1,1,0,1,0,1,1,0,1
1446,9.605,0,0,0,1,0,1,1,0,1
7057,70.137,0,0,0,1,0,1,1,0,1
6732,64.086,1,1,0,0,0,1,0,0,1
2838,4.753,0,1,1,0,0,0,1,1,1
1329,9.339,0,0,1,1,0,1,0,0,1
3757,5.095,0,0,1,0,1,0,0,1,1
9848,57.894,0,0,0,0,0,0,1,1,1
9827,61.107,1,0,0,0,0,0,0,0,0
75,5.435,1,1,0,1,0,0,1,1,1
826,3.831,0,1,1,1,0,1,1,1,1
8750,42.049,0,0,0,1,0,0,0,1,1
9414,56.391,0,0,1,1,0,0,1,0,1
8705,52.383,1,0,0,1,0,1,1,0,1
7695,57.707,1,1,0,0,0,0,0,1,1
2750,6.781,1,1,0,0,0,1,1,0,1
5562,38.72,0,0,0,0,0,1,0,0,1
6761,58.516,0,0,0,1,0,1,0,1,1
3783,10.132,1,0,1,1,0,0,1,1,1
8557,62.277,1,0,1,0,1,0,0,1,1
2387,14.769,0,1,1,1,0,1,1,1,1
